# table for coexisting phases in IAPWS95
nbin_coex    800
temperature_coex_min    2.731600e+02
temperature_coex_max    6.470900e+02
# temperature (degK)    pressure (Pa)    mden_vap (kg / m^3)    mden_liq (kg / m^3)    enthalpy_vap (J / kg)    enthalpy_liq (J / kg)    entropy_vap (J / kg / degK)    entropy_liq (J / kg / degK)
    5.33976175e+02    4.75554485e+06    2.40473015e+01    7.82325693e+02    2.79613425e+06    1.13906989e+06    5.99575840e+03    2.89250313e+03
    5.34443588e+02    4.79163585e+06    2.42390508e+01    7.81587487e+02    2.79586108e+06    1.14139965e+06    5.99244872e+03    2.89677787e+03
    5.34911000e+02    4.82793578e+06    2.44321718e+01    7.80847296e+02    2.79558219e+06    1.14373190e+06    5.98913732e+03    2.90105295e+03
    5.35378412e+02    4.86444551e+06    2.46266753e+01    7.80105108e+02    2.79529756e+06    1.14606666e+06    5.98582411e+03    2.90532839e+03
    5.35845825e+02    4.90116585e+06    2.48225719e+01    7.79360913e+02    2.79500715e+06    1.14840395e+06    5.98250904e+03    2.90960423e+03
    5.36313238e+02    4.93809762e+06    2.50198723e+01    7.78614699e+02    2.79471094e+06    1.15074377e+06    5.97919206e+03    2.91388049e+03
    5.36780650e+02    4.97524166e+06    2.52185873e+01    7.77866452e+02    2.79440888e+06    1.15308616e+06    5.97587311e+03    2.91815721e+03
    5.37248063e+02    5.01259876e+06    2.54187277e+01    7.77116162e+02    2.79410096e+06    1.15543112e+06    5.97255214e+03    2.92243440e+03
    5.37715475e+02    5.05016983e+06    2.56203050e+01    7.76363815e+02    2.79378712e+06    1.15777868e+06    5.96922907e+03    2.92671210e+03
    5.38182888e+02    5.08795566e+06    2.58233303e+01    7.75609399e+02    2.79346735e+06    1.16012885e+06    5.96590385e+03    2.93099034e+03
    5.38650300e+02    5.12595710e+06    2.60278150e+01    7.74852902e+02    2.79314161e+06    1.16248165e+06    5.96257642e+03    2.93526915e+03
    5.39117713e+02    5.16417498e+06    2.62337704e+01    7.74094310e+02    2.79280986e+06    1.16483710e+06    5.95924672e+03    2.93954856e+03
    5.39585125e+02    5.20261015e+06    2.64412083e+01    7.73333611e+02    2.79247206e+06    1.16719522e+06    5.95591468e+03    2.94382859e+03
    5.40052537e+02    5.24126343e+06    2.66501401e+01    7.72570793e+02    2.79212819e+06    1.16955603e+06    5.95258026e+03    2.94810929e+03
    5.40519950e+02    5.28013572e+06    2.68605782e+01    7.71805840e+02    2.79177821e+06    1.17191954e+06    5.94924338e+03    2.95239067e+03
    5.40987363e+02    5.31922785e+06    2.70725344e+01    7.71038741e+02    2.79142207e+06    1.17428578e+06    5.94590398e+03    2.95667277e+03
    5.41454775e+02    5.35854065e+06    2.72860208e+01    7.70269482e+02    2.79105976e+06    1.17665476e+06    5.94256200e+03    2.96095563e+03
    5.41922188e+02    5.39807500e+06    2.75010498e+01    7.69498048e+02    2.79069122e+06    1.17902651e+06    5.93921737e+03    2.96523926e+03
    5.42389600e+02    5.43783171e+06    2.77176335e+01    7.68724427e+02    2.79031643e+06    1.18140104e+06    5.93587005e+03    2.96952371e+03
    5.42857013e+02    5.47781170e+06    2.79357850e+01    7.67948604e+02    2.78993534e+06    1.18377837e+06    5.93251994e+03    2.97380900e+03
    5.43324425e+02    5.51801581e+06    2.81555168e+01    7.67170564e+02    2.78954792e+06    1.18615853e+06    5.92916699e+03    2.97809518e+03
    5.43791838e+02    5.55844490e+06    2.83768418e+01    7.66390294e+02    2.78915413e+06    1.18854154e+06    5.92581114e+03    2.98238226e+03
    5.44259250e+02    5.59909983e+06    2.85997730e+01    7.65607779e+02    2.78875393e+06    1.19092741e+06    5.92245233e+03    2.98667029e+03
    5.44726662e+02    5.63998147e+06    2.88243238e+01    7.64823005e+02    2.78834728e+06    1.19331617e+06    5.91909047e+03    2.99095929e+03
    5.45194075e+02    5.68109066e+06    2.90505070e+01    7.64035956e+02    2.78793415e+06    1.19570783e+06    5.91572552e+03    2.99524931e+03
    5.45661488e+02    5.72242834e+06    2.92783369e+01    7.63246617e+02    2.78751449e+06    1.19810243e+06    5.91235739e+03    2.99954036e+03
    5.46128900e+02    5.76399536e+06    2.95078267e+01    7.62454973e+02    2.78708826e+06    1.20049997e+06    5.90898603e+03    3.00383250e+03
    5.46596313e+02    5.80579258e+06    2.97389904e+01    7.61661009e+02    2.78665543e+06    1.20290049e+06    5.90561135e+03    3.00812575e+03
    5.47063725e+02    5.84782089e+06    2.99718420e+01    7.60864709e+02    2.78621594e+06    1.20530400e+06    5.90223330e+03    3.01242014e+03
    5.47531138e+02    5.89008117e+06    3.02063956e+01    7.60066057e+02    2.78576977e+06    1.20771054e+06    5.89885180e+03    3.01671572e+03
    5.47998550e+02    5.93257428e+06    3.04426655e+01    7.59265037e+02    2.78531686e+06    1.21012011e+06    5.89546678e+03    3.02101252e+03
    5.48465963e+02    5.97530117e+06    3.06806666e+01    7.58461634e+02    2.78485718e+06    1.21253274e+06    5.89207818e+03    3.02531057e+03
    5.48933375e+02    6.01826269e+06    3.09204135e+01    7.57655829e+02    2.78439069e+06    1.21494846e+06    5.88868591e+03    3.02960991e+03
    5.49400787e+02    6.06145974e+06    3.11619210e+01    7.56847608e+02    2.78391733e+06    1.21736729e+06    5.88528990e+03    3.03391058e+03
    5.49868200e+02    6.10489322e+06    3.14052042e+01    7.56036953e+02    2.78343706e+06    1.21978925e+06    5.88189009e+03    3.03821261e+03
    5.50335613e+02    6.14856402e+06    3.16502786e+01    7.55223846e+02    2.78294985e+06    1.22221438e+06    5.87848640e+03    3.04251605e+03
    5.50803025e+02    6.19247304e+06    3.18971595e+01    7.54408271e+02    2.78245564e+06    1.22464268e+06    5.87507876e+03    3.04682092e+03
    5.51270438e+02    6.23662117e+06    3.21458623e+01    7.53590211e+02    2.78195439e+06    1.22707419e+06    5.87166708e+03    3.05112727e+03
    5.51737850e+02    6.28100936e+06    3.23964036e+01    7.52769647e+02    2.78144606e+06    1.22950893e+06    5.86825130e+03    3.05543513e+03
    5.52205263e+02    6.32563849e+06    3.26487992e+01    7.51946561e+02    2.78093059e+06    1.23194692e+06    5.86483133e+03    3.05974455e+03
    5.52672675e+02    6.37050948e+06    3.29030653e+01    7.51120936e+02    2.78040794e+06    1.23438820e+06    5.86140710e+03    3.06405557e+03
    5.53140088e+02    6.41562323e+06    3.31592186e+01    7.50292752e+02    2.77987807e+06    1.23683279e+06    5.85797853e+03    3.06836822e+03
    5.53607500e+02    6.46098068e+06    3.34172757e+01    7.49461992e+02    2.77934092e+06    1.23928071e+06    5.85454554e+03    3.07268254e+03
    5.54074912e+02    6.50658273e+06    3.36772536e+01    7.48628636e+02    2.77879644e+06    1.24173199e+06    5.85110805e+03    3.07699858e+03
    5.54542325e+02    6.55243032e+06    3.39391696e+01    7.47792665e+02    2.77824459e+06    1.24418665e+06    5.84766598e+03    3.08131637e+03
    5.55009738e+02    6.59852436e+06    3.42030410e+01    7.46954059e+02    2.77768531e+06    1.24664473e+06    5.84421926e+03    3.08563596e+03
    5.55477150e+02    6.64486579e+06    3.44688856e+01    7.46112800e+02    2.77711856e+06    1.24910626e+06    5.84076778e+03    3.08995740e+03
    5.55944563e+02    6.69145554e+06    3.47367212e+01    7.45268867e+02    2.77654428e+06    1.25157125e+06    5.83731149e+03    3.09428071e+03
    5.56411975e+02    6.73829451e+06    3.50065656e+01    7.44422239e+02    2.77596243e+06    1.25403974e+06    5.83385029e+03    3.09860595e+03
    5.56879388e+02    6.78538371e+06    3.52784380e+01    7.43572897e+02    2.77537294e+06    1.25651175e+06    5.83038408e+03    3.10293316e+03
    5.57346800e+02    6.83272403e+06    3.55523565e+01    7.42720820e+02    2.77477577e+06    1.25898732e+06    5.82691280e+03    3.10726239e+03
    5.57814213e+02    6.88031644e+06    3.58283402e+01    7.41865986e+02    2.77417086e+06    1.26146648e+06    5.82343635e+03    3.11159367e+03
    5.58281625e+02    6.92816186e+06    3.61064082e+01    7.41008374e+02    2.77355815e+06    1.26394924e+06    5.81995464e+03    3.11592705e+03
    5.58749037e+02    6.97626126e+06    3.63865800e+01    7.40147963e+02    2.77293760e+06    1.26643565e+06    5.81646759e+03    3.12026259e+03
    5.59216450e+02    7.02461559e+06    3.66688752e+01    7.39284730e+02    2.77230914e+06    1.26892574e+06    5.81297511e+03    3.12460031e+03
    5.59683863e+02    7.07322581e+06    3.69533139e+01    7.38418653e+02    2.77167271e+06    1.27141953e+06    5.80947710e+03    3.12894029e+03
    5.60151275e+02    7.12209286e+06    3.72399163e+01    7.37549711e+02    2.77102827e+06    1.27391705e+06    5.80597347e+03    3.13328255e+03
    5.60618688e+02    7.17121773e+06    3.75287031e+01    7.36677879e+02    2.77037575e+06    1.27641834e+06    5.80246414e+03    3.13762714e+03
    5.61086100e+02    7.22060137e+06    3.78196951e+01    7.35803135e+02    2.76971510e+06    1.27892344e+06    5.79894901e+03    3.14197413e+03
    5.61553513e+02    7.27024475e+06    3.81129134e+01    7.34925456e+02    2.76904625e+06    1.28143236e+06    5.79542797e+03    3.14632355e+03
    5.62020925e+02    7.32014885e+06    3.84083795e+01    7.34044816e+02    2.76836914e+06    1.28394515e+06    5.79190095e+03    3.15067545e+03
    5.62488338e+02    7.37031465e+06    3.87061153e+01    7.33161193e+02    2.76768371e+06    1.28646183e+06    5.78836783e+03    3.15502989e+03
    5.62955750e+02    7.42074312e+06    3.90061429e+01    7.32274561e+02    2.76698990e+06    1.28898245e+06    5.78482853e+03    3.15938691e+03
    5.63423162e+02    7.47143528e+06    3.93084850e+01    7.31384896e+02    2.76628764e+06    1.29150704e+06    5.78128293e+03    3.16374658e+03
    5.63890575e+02    7.52239206e+06    3.96131637e+01    7.30492173e+02    2.76557687e+06    1.29403562e+06    5.77773095e+03    3.16810893e+03
    5.64357988e+02    7.57361446e+06    3.99202026e+01    7.29596365e+02    2.76485754e+06    1.29656824e+06    5.77417248e+03    3.17247403e+03
    5.64825400e+02    7.62510350e+06    4.02296250e+01    7.28697447e+02    2.76412956e+06    1.29910494e+06    5.77060742e+03    3.17684192e+03
    5.65292813e+02    7.67686017e+06    4.05414548e+01    7.27795392e+02    2.76339288e+06    1.30164574e+06    5.76703566e+03    3.18121267e+03
    5.65760225e+02    7.72888547e+06    4.08557161e+01    7.26890174e+02    2.76264742e+06    1.30419068e+06    5.76345710e+03    3.18558632e+03
    5.66227638e+02    7.78118040e+06    4.11724337e+01    7.25981765e+02    2.76189312e+06    1.30673981e+06    5.75987163e+03    3.18996294e+03
    5.66695050e+02    7.83374598e+06    4.14916323e+01    7.25070138e+02    2.76112991e+06    1.30929315e+06    5.75627914e+03    3.19434257e+03
    5.67162462e+02    7.88658321e+06    4.18133373e+01    7.24155265e+02    2.76035772e+06    1.31185076e+06    5.75267952e+03    3.19872529e+03
    5.67629875e+02    7.93969312e+06    4.21375744e+01    7.23237117e+02    2.75957647e+06    1.31441266e+06    5.74907266e+03    3.20311114e+03
    5.68097287e+02    7.99307673e+06    4.24643698e+01    7.22315666e+02    2.75878610e+06    1.31697890e+06    5.74545845e+03    3.20750018e+03
    5.68564700e+02    8.04673506e+06    4.27937501e+01    7.21390882e+02    2.75798652e+06    1.31954951e+06    5.74183678e+03    3.21189248e+03
    5.69032113e+02    8.10066918e+06    4.31257424e+01    7.20462735e+02    2.75717767e+06    1.32212454e+06    5.73820752e+03    3.21628809e+03
    5.69499525e+02    8.15488004e+06    4.34603736e+01    7.19531196e+02    2.75635947e+06    1.32470403e+06    5.73457057e+03    3.22068708e+03
    5.69966938e+02    8.20936872e+06    4.37976717e+01    7.18596233e+02    2.75553185e+06    1.32728802e+06    5.73092581e+03    3.22508951e+03
    5.70434350e+02    8.26413626e+06    4.41376651e+01    7.17657815e+02    2.75469471e+06    1.32987655e+06    5.72727310e+03    3.22949544e+03
    5.70901763e+02    8.31918371e+06    4.44803825e+01    7.16715911e+02    2.75384799e+06    1.33246966e+06    5.72361234e+03    3.23390494e+03
    5.71369175e+02    8.37451211e+06    4.48258532e+01    7.15770489e+02    2.75299161e+06    1.33506740e+06    5.71994340e+03    3.23831807e+03
    5.71836587e+02    8.43012253e+06    4.51741068e+01    7.14821515e+02    2.75212548e+06    1.33766982e+06    5.71626615e+03    3.24273490e+03
    5.72304000e+02    8.48601601e+06    4.55251736e+01    7.13868957e+02    2.75124952e+06    1.34027696e+06    5.71258047e+03    3.24715550e+03
    5.72771412e+02    8.54219367e+06    4.58790846e+01    7.12912782e+02    2.75036364e+06    1.34288886e+06    5.70888622e+03    3.25157993e+03
    5.73238825e+02    8.59865649e+06    4.62358702e+01    7.11952954e+02    2.74946777e+06    1.34550557e+06    5.70518328e+03    3.25600826e+03
    5.73706238e+02    8.65540558e+06    4.65955626e+01    7.10989438e+02    2.74856181e+06    1.34812714e+06    5.70147152e+03    3.26044056e+03
    5.74173650e+02    8.71244202e+06    4.69581941e+01    7.10022201e+02    2.74764568e+06    1.35075361e+06    5.69775079e+03    3.26487691e+03
    5.74641063e+02    8.76976689e+06    4.73237975e+01    7.09051205e+02    2.74671928e+06    1.35338504e+06    5.69402097e+03    3.26931738e+03
    5.75108475e+02    8.82738127e+06    4.76924061e+01    7.08076414e+02    2.74578253e+06    1.35602147e+06    5.69028192e+03    3.27376204e+03
    5.75575888e+02    8.88528627e+06    4.80640540e+01    7.07097790e+02    2.74483533e+06    1.35866296e+06    5.68653349e+03    3.27821096e+03
    5.76043300e+02    8.94348296e+06    4.84387758e+01    7.06115297e+02    2.74387759e+06    1.36130955e+06    5.68277555e+03    3.28266422e+03
    5.76510712e+02    9.00197251e+06    4.88166071e+01    7.05128896e+02    2.74290921e+06    1.36396130e+06    5.67900793e+03    3.28712190e+03
    5.76978125e+02    9.06075592e+06    4.91975827e+01    7.04138547e+02    2.74193011e+06    1.36661826e+06    5.67523052e+03    3.29158408e+03
    5.77445538e+02    9.11983435e+06    4.95817396e+01    7.03144211e+02    2.74094017e+06    1.36928048e+06    5.67144314e+03    3.29605083e+03
    5.77912950e+02    9.17920891e+06    4.99691148e+01    7.02145848e+02    2.73993930e+06    1.37194803e+06    5.66764566e+03    3.30052224e+03
    5.78380363e+02    9.23888074e+06    5.03597461e+01    7.01143416e+02    2.73892740e+06    1.37462094e+06    5.66383792e+03    3.30499839e+03
    5.78847775e+02    9.29885095e+06    5.07536720e+01    7.00136874e+02    2.73790436e+06    1.37729929e+06    5.66001976e+03    3.30947936e+03
    5.79315188e+02    9.35912067e+06    5.11509316e+01    6.99126178e+02    2.73687008e+06    1.37998312e+06    5.65619102e+03    3.31396523e+03
    5.79782600e+02    9.41969110e+06    5.15515653e+01    6.98111287e+02    2.73582445e+06    1.38267250e+06    5.65235153e+03    3.31845610e+03
    5.80250013e+02    9.48056328e+06    5.19556126e+01    6.97092155e+02    2.73476737e+06    1.38536748e+06    5.64850115e+03    3.32295205e+03
    5.80717425e+02    9.54173841e+06    5.23631155e+01    6.96068739e+02    2.73369872e+06    1.38806813e+06    5.64463970e+03    3.32745317e+03
    5.81184837e+02    9.60321763e+06    5.27741160e+01    6.95040991e+02    2.73261839e+06    1.39077451e+06    5.64076702e+03    3.33195955e+03
    5.81652250e+02    9.66500211e+06    5.31886572e+01    6.94008867e+02    2.73152627e+06    1.39348667e+06    5.63688292e+03    3.33647129e+03
    5.82119663e+02    9.72709302e+06    5.36067827e+01    6.92972318e+02    2.73042223e+06    1.39620469e+06    5.63298724e+03    3.34098847e+03
    5.82587075e+02    9.78949153e+06    5.40285372e+01    6.91931297e+02    2.72930617e+06    1.39892863e+06    5.62907980e+03    3.34551119e+03
    5.83054488e+02    9.85219882e+06    5.44539661e+01    6.90885754e+02    2.72817797e+06    1.40165854e+06    5.62516042e+03    3.35003955e+03
    5.83521900e+02    9.91521611e+06    5.48831164e+01    6.89835640e+02    2.72703748e+06    1.40439451e+06    5.62122890e+03    3.35457365e+03
    5.83989313e+02    9.97854451e+06    5.53160341e+01    6.88780904e+02    2.72588461e+06    1.40713660e+06    5.61728507e+03    3.35911359e+03
    5.84456725e+02    1.00421853e+07    5.57527679e+01    6.87721494e+02    2.72471921e+06    1.40988488e+06    5.61332875e+03    3.36365947e+03
    5.84924138e+02    1.01061395e+07    5.61933671e+01    6.86657357e+02    2.72354116e+06    1.41263941e+06    5.60935972e+03    3.36821139e+03
    5.85391550e+02    1.01704086e+07    5.66378817e+01    6.85588439e+02    2.72235032e+06    1.41540028e+06    5.60537781e+03    3.37276947e+03
    5.85858962e+02    1.02349936e+07    5.70863628e+01    6.84514686e+02    2.72114657e+06    1.41816755e+06    5.60138280e+03    3.37733381e+03
    5.86326375e+02    1.02998959e+07    5.75388627e+01    6.83436042e+02    2.71992976e+06    1.42094129e+06    5.59737449e+03    3.38190452e+03
    5.86793788e+02    1.03651165e+07    5.79954346e+01    6.82352449e+02    2.71869976e+06    1.42372160e+06    5.59335267e+03    3.38648171e+03
    5.87261200e+02    1.04306569e+07    5.84561334e+01    6.81263850e+02    2.71745642e+06    1.42650854e+06    5.58931713e+03    3.39106550e+03
    5.87728613e+02    1.04965181e+07    5.89210133e+01    6.80170186e+02    2.71619960e+06    1.42930219e+06    5.58526766e+03    3.39565600e+03
    5.88196025e+02    1.05627015e+07    5.93901315e+01    6.79071396e+02    2.71492916e+06    1.43210263e+06    5.58120404e+03    3.40025334e+03
    5.88663438e+02    1.06292083e+07    5.98635460e+01    6.77967419e+02    2.71364494e+06    1.43490995e+06    5.57712605e+03    3.40485763e+03
    5.89130850e+02    1.06960398e+07    6.03413157e+01    6.76858191e+02    2.71234678e+06    1.43772423e+06    5.57303345e+03    3.40946900e+03
    5.89598263e+02    1.07631973e+07    6.08235009e+01    6.75743649e+02    2.71103455e+06    1.44054555e+06    5.56892601e+03    3.41408757e+03
    5.90065675e+02    1.08306820e+07    6.13101632e+01    6.74623727e+02    2.70970806e+06    1.44337401e+06    5.56480350e+03    3.41871348e+03
    5.90533087e+02    1.08984952e+07    6.18013657e+01    6.73498358e+02    2.70836717e+06    1.44620969e+06    5.56066568e+03    3.42334685e+03
    5.91000500e+02    1.09666383e+07    6.22971725e+01    6.72367474e+02    2.70701171e+06    1.44905268e+06    5.55651229e+03    3.42798782e+03
    5.91467913e+02    1.10351124e+07    6.27976496e+01    6.71231006e+02    2.70564150e+06    1.45190308e+06    5.55234310e+03    3.43263652e+03
    5.91935325e+02    1.11039191e+07    6.33028640e+01    6.70088881e+02    2.70425638e+06    1.45476098e+06    5.54815783e+03    3.43729310e+03
    5.92402738e+02    1.11730595e+07    6.38128852e+01    6.68941029e+02    2.70285616e+06    1.45762648e+06    5.54395623e+03    3.44195769e+03
    5.92870150e+02    1.12425350e+07    6.43277821e+01    6.67787373e+02    2.70144068e+06    1.46049968e+06    5.53973803e+03    3.44663045e+03
    5.93337563e+02    1.13123469e+07    6.48476273e+01    6.66627839e+02    2.70000974e+06    1.46338067e+06    5.53550297e+03    3.45131152e+03
    5.93804975e+02    1.13824966e+07    6.53724943e+01    6.65462348e+02    2.69856316e+06    1.46626957e+06    5.53125077e+03    3.45600106e+03
    5.94272388e+02    1.14529855e+07    6.59024584e+01    6.64290821e+02    2.69710076e+06    1.46916647e+06    5.52698113e+03    3.46069921e+03
    5.94739800e+02    1.15238148e+07    6.64375965e+01    6.63113178e+02    2.69562232e+06    1.47207149e+06    5.52269378e+03    3.46540614e+03
    5.95207212e+02    1.15949860e+07    6.69779876e+01    6.61929334e+02    2.69412766e+06    1.47498474e+06    5.51838841e+03    3.47012202e+03
    5.95674625e+02    1.16665005e+07    6.75237122e+01    6.60739204e+02    2.69261656e+06    1.47790632e+06    5.51406472e+03    3.47484700e+03
    5.96142038e+02    1.17383596e+07    6.80748531e+01    6.59542703e+02    2.69108883e+06    1.48083636e+06    5.50972241e+03    3.47958126e+03
    5.96609450e+02    1.18105648e+07    6.86314949e+01    6.58339740e+02    2.68954425e+06    1.48377498e+06    5.50536115e+03    3.48432498e+03
    5.97076863e+02    1.18831175e+07    6.91937244e+01    6.57130225e+02    2.68798259e+06    1.48672229e+06    5.50098062e+03    3.48907832e+03
    5.97544275e+02    1.19560190e+07    6.97616304e+01    6.55914063e+02    2.68640364e+06    1.48967842e+06    5.49658050e+03    3.49384148e+03
    5.98011688e+02    1.20292709e+07    7.03353039e+01    6.54691159e+02    2.68480717e+06    1.49264349e+06    5.49216045e+03    3.49861465e+03
    5.98479100e+02    1.21028746e+07    7.09148384e+01    6.53461414e+02    2.68319295e+06    1.49561764e+06    5.48772012e+03    3.50339800e+03
    5.98946513e+02    1.21768315e+07    7.15003295e+01    6.52224729e+02    2.68156073e+06    1.49860100e+06    5.48325915e+03    3.50819175e+03
    5.99413925e+02    1.22511431e+07    7.20918755e+01    6.50980998e+02    2.67991027e+06    1.50159371e+06    5.47877719e+03    3.51299608e+03
    5.99881337e+02    1.23258109e+07    7.26895771e+01    6.49730117e+02    2.67824133e+06    1.50459591e+06    5.47427386e+03    3.51781122e+03
    6.00348750e+02    1.24008363e+07    7.32935376e+01    6.48471976e+02    2.67655363e+06    1.50760774e+06    5.46974879e+03    3.52263737e+03
    6.00816163e+02    1.24762210e+07    7.39038632e+01    6.47206464e+02    2.67484694e+06    1.51062935e+06    5.46520158e+03    3.52747475e+03
    6.01283575e+02    1.25519663e+07    7.45206627e+01    6.45933464e+02    2.67312096e+06    1.51366089e+06    5.46063184e+03    3.53232359e+03
    6.01750988e+02    1.26280738e+07    7.51440479e+01    6.44652860e+02    2.67137543e+06    1.51670252e+06    5.45603916e+03    3.53718411e+03
    6.02218400e+02    1.27045450e+07    7.57741337e+01    6.43364530e+02    2.66961007e+06    1.51975440e+06    5.45142312e+03    3.54205655e+03
    6.02685813e+02    1.27813815e+07    7.64110382e+01    6.42068348e+02    2.66782458e+06    1.52281669e+06    5.44678329e+03    3.54694116e+03
    6.03153225e+02    1.28585849e+07    7.70548825e+01    6.40764186e+02    2.66601867e+06    1.52588957e+06    5.44211923e+03    3.55183819e+03
    6.03620638e+02    1.29361567e+07    7.77057914e+01    6.39451912e+02    2.66419203e+06    1.52897320e+06    5.43743049e+03    3.55674788e+03
    6.04088050e+02    1.30140986e+07    7.83638931e+01    6.38131389e+02    2.66234434e+06    1.53206777e+06    5.43271660e+03    3.56167052e+03
    6.04555462e+02    1.30924120e+07    7.90293194e+01    6.36802477e+02    2.66047530e+06    1.53517347e+06    5.42797710e+03    3.56660637e+03
    6.05022875e+02    1.31710987e+07    7.97022059e+01    6.35465030e+02    2.65858456e+06    1.53829047e+06    5.42321148e+03    3.57155572e+03
    6.05490288e+02    1.32501603e+07    8.03826924e+01    6.34118899e+02    2.65667178e+06    1.54141899e+06    5.41841925e+03    3.57651885e+03
    6.05957700e+02    1.33295984e+07    8.10709225e+01    6.32763930e+02    2.65473663e+06    1.54455922e+06    5.41359989e+03    3.58149607e+03
    6.06425113e+02    1.34094147e+07    8.17670444e+01    6.31399963e+02    2.65277873e+06    1.54771137e+06    5.40875287e+03    3.58648768e+03
    6.06892525e+02    1.34896108e+07    8.24712104e+01    6.30026834e+02    2.65079773e+06    1.55087565e+06    5.40387765e+03    3.59149401e+03
    6.07359938e+02    1.35701884e+07    8.31835777e+01    6.28644373e+02    2.64879323e+06    1.55405230e+06    5.39897366e+03    3.59651538e+03
    6.07827350e+02    1.36511493e+07    8.39043084e+01    6.27252404e+02    2.64676486e+06    1.55724153e+06    5.39404032e+03    3.60155214e+03
    6.08294763e+02    1.37324952e+07    8.46335695e+01    6.25850744e+02    2.64471221e+06    1.56044359e+06    5.38907705e+03    3.60660464e+03
    6.08762175e+02    1.38142278e+07    8.53715334e+01    6.24439205e+02    2.64263487e+06    1.56365872e+06    5.38408322e+03    3.61167325e+03
    6.09229587e+02    1.38963488e+07    8.61183765e+01    6.23017591e+02    2.64053241e+06    1.56688718e+06    5.37905822e+03    3.61675834e+03
    6.09697000e+02    1.39788600e+07    8.68742852e+01    6.21585701e+02    2.63840438e+06    1.57012924e+06    5.37400138e+03    3.62186031e+03
    6.10164413e+02    1.40617634e+07    8.76394476e+01    6.20143324e+02    2.63625035e+06    1.57338515e+06    5.36891203e+03    3.62697955e+03
    6.10631825e+02    1.41450605e+07    8.84140597e+01    6.18690243e+02    2.63406984e+06    1.57665521e+06    5.36378948e+03    3.63211650e+03
    6.11099238e+02    1.42287533e+07    8.91983240e+01    6.17226230e+02    2.63186237e+06    1.57993972e+06    5.35863302e+03    3.63727160e+03
    6.11566650e+02    1.43128436e+07    8.99924499e+01    6.15751051e+02    2.62962744e+06    1.58323897e+06    5.35344192e+03    3.64244528e+03
    6.12034063e+02    1.43973333e+07    9.07966539e+01    6.14264462e+02    2.62736454e+06    1.58655328e+06    5.34821540e+03    3.64763804e+03
    6.12501475e+02    1.44822242e+07    9.16111602e+01    6.12766208e+02    2.62507314e+06    1.58988298e+06    5.34295269e+03    3.65285035e+03
    6.12968888e+02    1.45675182e+07    9.24361993e+01    6.11256023e+02    2.62275270e+06    1.59322841e+06    5.33765298e+03    3.65808273e+03
    6.13436300e+02    1.46532174e+07    9.32720146e+01    6.09733634e+02    2.62040264e+06    1.59658993e+06    5.33231540e+03    3.66333571e+03
    6.13903712e+02    1.47393235e+07    9.41188538e+01    6.08198752e+02    2.61802238e+06    1.59996790e+06    5.32693911e+03    3.66860985e+03
    6.14371125e+02    1.48258386e+07    9.49769751e+01    6.06651078e+02    2.61561132e+06    1.60336272e+06    5.32152319e+03    3.67390571e+03
    6.14838538e+02    1.49127647e+07    9.58466464e+01    6.05090299e+02    2.61316881e+06    1.60677478e+06    5.31606671e+03    3.67922391e+03
    6.15305950e+02    1.50001038e+07    9.67281460e+01    6.03516088e+02    2.61069422e+06    1.61020451e+06    5.31056871e+03    3.68456506e+03
    6.15773363e+02    1.50878578e+07    9.76217610e+01    6.01928104e+02    2.60818687e+06    1.61365233e+06    5.30502819e+03    3.68992982e+03
    6.16240775e+02    1.51760289e+07    9.85277947e+01    6.00325992e+02    2.60564606e+06    1.61711871e+06    5.29944409e+03    3.69531888e+03
    6.16708188e+02    1.52646191e+07    9.94465575e+01    5.98709378e+02    2.60307105e+06    1.62060411e+06    5.29381533e+03    3.70073296e+03
    6.17175600e+02    1.53536305e+07    1.00378374e+02    5.97077871e+02    2.60046110e+06    1.62410905e+06    5.28814080e+03    3.70617279e+03
    6.17643013e+02    1.54430652e+07    1.01323580e+02    5.95431063e+02    2.59781542e+06    1.62763404e+06    5.28241933e+03    3.71163916e+03
    6.18110425e+02    1.55329255e+07    1.02282531e+02    5.93768526e+02    2.59513319e+06    1.63117961e+06    5.27664969e+03    3.71713290e+03
    6.18577837e+02    1.56232133e+07    1.03255593e+02    5.92089811e+02    2.59241357e+06    1.63474636e+06    5.27083062e+03    3.72265485e+03
    6.19045250e+02    1.57139310e+07    1.04243144e+02    5.90394446e+02    2.58965568e+06    1.63833486e+06    5.26496083e+03    3.72820592e+03
    6.19512663e+02    1.58050808e+07    1.05245590e+02    5.88681938e+02    2.58685857e+06    1.64194575e+06    5.25903889e+03    3.73378706e+03
    6.19980075e+02    1.58966648e+07    1.06263341e+02    5.86951766e+02    2.58402132e+06    1.64557969e+06    5.25306342e+03    3.73939924e+03
    6.20447488e+02    1.59886855e+07    1.07296839e+02    5.85203388e+02    2.58114288e+06    1.64923736e+06    5.24703289e+03    3.74504351e+03
    6.20914900e+02    1.60811451e+07    1.08346537e+02    5.83436229e+02    2.57822224e+06    1.65291948e+06    5.24094573e+03    3.75072097e+03
    6.21382313e+02    1.61740459e+07    1.09412909e+02    5.81649686e+02    2.57525829e+06    1.65662683e+06    5.23480035e+03    3.75643276e+03
    6.21849725e+02    1.62673902e+07    1.10496461e+02    5.79843126e+02    2.57224988e+06    1.66036018e+06    5.22859498e+03    3.76218007e+03
