# table for coexisting phases in IAPWS95
nbin_coex    800
temperature_coex_min    2.731600e+02
temperature_coex_max    6.470900e+02
# temperature (degK)    pressure (Pa)    mden_vap (kg / m^3)    mden_liq (kg / m^3)    enthalpy_vap (J / kg)    enthalpy_liq (J / kg)    entropy_vap (J / kg / degK)    entropy_liq (J / kg / degK)
    3.57294250e+02    5.59525352e+04    3.42908159e-01    9.69143815e+02    2.64991275e+06    3.52418636e+05    7.55481302e+03    1.12455531e+03
    3.57761663e+02    5.69915234e+04    3.48864223e-01    9.68842724e+02    2.65068605e+06    3.54382736e+05    7.54857402e+03    1.13004586e+03
    3.58229075e+02    5.80466094e+04    3.54905239e-01    9.68540565e+02    2.65145839e+06    3.56347029e+05    7.54235574e+03    1.13552975e+03
    3.58696488e+02    5.91179880e+04    3.61032129e-01    9.68237341e+02    2.65222977e+06    3.58311517e+05    7.53615810e+03    1.14100697e+03
    3.59163900e+02    6.02058557e+04    3.67245823e-01    9.67933055e+02    2.65300019e+06    3.60276203e+05    7.52998096e+03    1.14647757e+03
    3.59631313e+02    6.13104103e+04    3.73547255e-01    9.67627709e+02    2.65376963e+06    3.62241088e+05    7.52382424e+03    1.15194156e+03
    3.60098725e+02    6.24318513e+04    3.79937365e-01    9.67321307e+02    2.65453809e+06    3.64206175e+05    7.51768781e+03    1.15739896e+03
    3.60566138e+02    6.35703803e+04    3.86417106e-01    9.67013850e+02    2.65530556e+06    3.66171466e+05    7.51157157e+03    1.16284980e+03
    3.61033550e+02    6.47261998e+04    3.92987430e-01    9.66705343e+02    2.65607204e+06    3.68136962e+05    7.50547542e+03    1.16829409e+03
    3.61500963e+02    6.58995141e+04    3.99649298e-01    9.66395786e+02    2.65683752e+06    3.70102666e+05    7.49939924e+03    1.17373187e+03
    3.61968375e+02    6.70905297e+04    4.06403680e-01    9.66085184e+02    2.65760198e+06    3.72068580e+05    7.49334293e+03    1.17916315e+03
    3.62435788e+02    6.82994534e+04    4.13251546e-01    9.65773538e+02    2.65836543e+06    3.74034706e+05    7.48730638e+03    1.18458795e+03
    3.62903200e+02    6.95264947e+04    4.20193880e-01    9.65460851e+02    2.65912786e+06    3.76001046e+05    7.48128949e+03    1.19000630e+03
    3.63370612e+02    7.07718646e+04    4.27231668e-01    9.65147125e+02    2.65988925e+06    3.77967602e+05    7.47529216e+03    1.19541821e+03
    3.63838025e+02    7.20357755e+04    4.34365904e-01    9.64832363e+02    2.66064961e+06    3.79934377e+05    7.46931427e+03    1.20082372e+03
    3.64305438e+02    7.33184414e+04    4.41597590e-01    9.64516568e+02    2.66140892e+06    3.81901372e+05    7.46335573e+03    1.20622284e+03
    3.64772850e+02    7.46200781e+04    4.48927732e-01    9.64199741e+02    2.66216717e+06    3.83868590e+05    7.45741643e+03    1.21161559e+03
    3.65240263e+02    7.59409034e+04    4.56357346e-01    9.63881885e+02    2.66292437e+06    3.85836034e+05    7.45149627e+03    1.21700199e+03
    3.65707675e+02    7.72811355e+04    4.63887448e-01    9.63563003e+02    2.66368050e+06    3.87803704e+05    7.44559515e+03    1.22238208e+03
    3.66175088e+02    7.86409955e+04    4.71519068e-01    9.63243096e+02    2.66443555e+06    3.89771604e+05    7.43971296e+03    1.22775586e+03
    3.66642500e+02    8.00207060e+04    4.79253241e-01    9.62922167e+02    2.66518952e+06    3.91739735e+05    7.43384960e+03    1.23312336e+03
    3.67109913e+02    8.14204902e+04    4.87091004e-01    9.62600218e+02    2.66594240e+06    3.93708101e+05    7.42800498e+03    1.23848460e+03
    3.67577325e+02    8.28405745e+04    4.95033408e-01    9.62277251e+02    2.66669418e+06    3.95676702e+05    7.42217898e+03    1.24383960e+03
    3.68044737e+02    8.42811859e+04    5.03081504e-01    9.61953269e+02    2.66744485e+06    3.97645543e+05    7.41637152e+03    1.24918839e+03
    3.68512150e+02    8.57425527e+04    5.11236351e-01    9.61628273e+02    2.66819441e+06    3.99614623e+05    7.41058249e+03    1.25453098e+03
    3.68979563e+02    8.72249064e+04    5.19499021e-01    9.61302266e+02    2.66894285e+06    4.01583947e+05    7.40481180e+03    1.25986740e+03
    3.69446975e+02    8.87284790e+04    5.27870585e-01    9.60975250e+02    2.66969016e+06    4.03553517e+05    7.39905933e+03    1.26519767e+03
    3.69914388e+02    9.02535042e+04    5.36352124e-01    9.60647226e+02    2.67043634e+06    4.05523334e+05    7.39332501e+03    1.27052180e+03
    3.70381800e+02    9.18002182e+04    5.44944729e-01    9.60318197e+02    2.67118137e+06    4.07493401e+05    7.38760871e+03    1.27583983e+03
    3.70849213e+02    9.33688573e+04    5.53649488e-01    9.59988164e+02    2.67192525e+06    4.09463720e+05    7.38191037e+03    1.28115176e+03
    3.71316625e+02    9.49596613e+04    5.62467507e-01    9.59657130e+02    2.67266797e+06    4.11434294e+05    7.37622986e+03    1.28645763e+03
    3.71784038e+02    9.65728708e+04    5.71399894e-01    9.59325096e+02    2.67340953e+06    4.13405125e+05    7.37056710e+03    1.29175745e+03
    3.72251450e+02    9.82087283e+04    5.80447764e-01    9.58992064e+02    2.67414991e+06    4.15376216e+05    7.36492199e+03    1.29705125e+03
    3.72718863e+02    9.98674768e+04    5.89612233e-01    9.58658037e+02    2.67488911e+06    4.17347569e+05    7.35929444e+03    1.30233903e+03
    3.73186275e+02    1.01549354e+05    5.98894373e-01    9.58323016e+02    2.67562712e+06    4.19319186e+05    7.35368441e+03    1.30762084e+03
    3.73653688e+02    1.03254625e+05    6.08295444e-01    9.57987002e+02    2.67636393e+06    4.21291070e+05    7.34809168e+03    1.31289668e+03
    3.74121100e+02    1.04983530e+05    6.17816524e-01    9.57649998e+02    2.67709953e+06    4.23263223e+05    7.34251623e+03    1.31816658e+03
    3.74588513e+02    1.06736320e+05    6.27458766e-01    9.57312004e+02    2.67783392e+06    4.25235648e+05    7.33695796e+03    1.32343055e+03
    3.75055925e+02    1.08513248e+05    6.37223324e-01    9.56973024e+02    2.67856709e+06    4.27208346e+05    7.33141676e+03    1.32868863e+03
    3.75523338e+02    1.10314567e+05    6.47111359e-01    9.56633058e+02    2.67929903e+06    4.29181322e+05    7.32589257e+03    1.33394082e+03
    3.75990750e+02    1.12140533e+05    6.57124042e-01    9.56292109e+02    2.68002974e+06    4.31154577e+05    7.32038527e+03    1.33918715e+03
    3.76458163e+02    1.13991405e+05    6.67262555e-01    9.55950177e+02    2.68075919e+06    4.33128113e+05    7.31489478e+03    1.34442764e+03
    3.76925575e+02    1.15867442e+05    6.77528076e-01    9.55607264e+02    2.68148740e+06    4.35101933e+05    7.30942100e+03    1.34966231e+03
    3.77392988e+02    1.17768904e+05    6.87921804e-01    9.55263372e+02    2.68221434e+06    4.37076041e+05    7.30396385e+03    1.35489118e+03
    3.77860400e+02    1.19696055e+05    6.98444928e-01    9.54918503e+02    2.68294001e+06    4.39050437e+05    7.29852323e+03    1.36011427e+03
    3.78327813e+02    1.21649159e+05    7.09098659e-01    9.54572658e+02    2.68366441e+06    4.41025125e+05    7.29309906e+03    1.36533161e+03
    3.78795225e+02    1.23628483e+05    7.19884207e-01    9.54225837e+02    2.68438752e+06    4.43000108e+05    7.28769123e+03    1.37054320e+03
    3.79262638e+02    1.25634293e+05    7.30802790e-01    9.53878044e+02    2.68510934e+06    4.44975387e+05    7.28229968e+03    1.37574907e+03
    3.79730050e+02    1.27666861e+05    7.41855640e-01    9.53529279e+02    2.68582985e+06    4.46950967e+05    7.27692429e+03    1.38094925e+03
    3.80197463e+02    1.29726457e+05    7.53043988e-01    9.53179543e+02    2.68654906e+06    4.48926848e+05    7.27156499e+03    1.38614375e+03
    3.80664875e+02    1.31813355e+05    7.64369075e-01    9.52828839e+02    2.68726695e+06    4.50903034e+05    7.26622169e+03    1.39133259e+03
    3.81132288e+02    1.33927829e+05    7.75832144e-01    9.52477166e+02    2.68798351e+06    4.52879528e+05    7.26089430e+03    1.39651579e+03
    3.81599700e+02    1.36070156e+05    7.87434460e-01    9.52124528e+02    2.68869874e+06    4.54856331e+05    7.25558273e+03    1.40169338e+03
    3.82067113e+02    1.38240615e+05    7.99177279e-01    9.51770924e+02    2.68941263e+06    4.56833448e+05    7.25028690e+03    1.40686536e+03
    3.82534525e+02    1.40439486e+05    8.11061867e-01    9.51416356e+02    2.69012517e+06    4.58810880e+05    7.24500671e+03    1.41203177e+03
    3.83001938e+02    1.42667050e+05    8.23089509e-01    9.51060826e+02    2.69083635e+06    4.60788630e+05    7.23974208e+03    1.41719261e+03
    3.83469350e+02    1.44923590e+05    8.35261481e-01    9.50704334e+02    2.69154616e+06    4.62766701e+05    7.23449293e+03    1.42234792e+03
    3.83936763e+02    1.47209394e+05    8.47579083e-01    9.50346882e+02    2.69225460e+06    4.64745095e+05    7.22925917e+03    1.42749771e+03
    3.84404175e+02    1.49524747e+05    8.60043603e-01    9.49988471e+02    2.69296165e+06    4.66723816e+05    7.22404072e+03    1.43264200e+03
    3.84871588e+02    1.51869938e+05    8.72656358e-01    9.49629101e+02    2.69366731e+06    4.68702866e+05    7.21883748e+03    1.43778081e+03
    3.85339000e+02    1.54245258e+05    8.85418651e-01    9.49268775e+02    2.69437158e+06    4.70682247e+05    7.21364938e+03    1.44291416e+03
    3.85806413e+02    1.56650999e+05    8.98331811e-01    9.48907494e+02    2.69507443e+06    4.72661963e+05    7.20847633e+03    1.44804207e+03
    3.86273825e+02    1.59087455e+05    9.11397157e-01    9.48545257e+02    2.69577587e+06    4.74642017e+05    7.20331825e+03    1.45316456e+03
    3.86741238e+02    1.61554923e+05    9.24616034e-01    9.48182067e+02    2.69647588e+06    4.76622411e+05    7.19817506e+03    1.45828164e+03
    3.87208650e+02    1.64053698e+05    9.37989774e-01    9.47817924e+02    2.69717447e+06    4.78603147e+05    7.19304667e+03    1.46339335e+03
    3.87676063e+02    1.66584082e+05    9.51519731e-01    9.47452829e+02    2.69787160e+06    4.80584229e+05    7.18793299e+03    1.46849969e+03
    3.88143475e+02    1.69146375e+05    9.65207270e-01    9.47086784e+02    2.69856729e+06    4.82565660e+05    7.18283396e+03    1.47360068e+03
    3.88610888e+02    1.71740879e+05    9.79053743e-01    9.46719788e+02    2.69926153e+06    4.84547443e+05    7.17774948e+03    1.47869635e+03
    3.89078300e+02    1.74367900e+05    9.93060528e-01    9.46351844e+02    2.69995429e+06    4.86529580e+05    7.17267947e+03    1.48378672e+03
    3.89545713e+02    1.77027744e+05    1.00722901e+00    9.45982952e+02    2.70064558e+06    4.88512073e+05    7.16762386e+03    1.48887180e+03
    3.90013125e+02    1.79720718e+05    1.02156057e+00    9.45613112e+02    2.70133539e+06    4.90494927e+05    7.16258256e+03    1.49395161e+03
    3.90480538e+02    1.82447133e+05    1.03605660e+00    9.45242327e+02    2.70202370e+06    4.92478144e+05    7.15755550e+03    1.49902618e+03
    3.90947950e+02    1.85207300e+05    1.05071851e+00    9.44870596e+02    2.70271052e+06    4.94461727e+05    7.15254258e+03    1.50409552e+03
    3.91415363e+02    1.88001533e+05    1.06554771e+00    9.44497920e+02    2.70339582e+06    4.96445679e+05    7.14754374e+03    1.50915965e+03
    3.91882775e+02    1.90830147e+05    1.08054560e+00    9.44124300e+02    2.70407961e+06    4.98430002e+05    7.14255890e+03    1.51421858e+03
    3.92350188e+02    1.93693459e+05    1.09571363e+00    9.43749737e+02    2.70476188e+06    5.00414700e+05    7.13758796e+03    1.51927235e+03
    3.92817600e+02    1.96591786e+05    1.11105322e+00    9.43374231e+02    2.70544261e+06    5.02399776e+05    7.13263087e+03    1.52432096e+03
    3.93285012e+02    1.99525451e+05    1.12656581e+00    9.42997784e+02    2.70612179e+06    5.04385232e+05    7.12768754e+03    1.52936444e+03
    3.93752425e+02    2.02494775e+05    1.14225285e+00    9.42620395e+02    2.70679943e+06    5.06371072e+05    7.12275788e+03    1.53440281e+03
    3.94219838e+02    2.05500081e+05    1.15811579e+00    9.42242066e+02    2.70747550e+06    5.08357299e+05    7.11784184e+03    1.53943608e+03
    3.94687250e+02    2.08541696e+05    1.17415610e+00    9.41862797e+02    2.70815001e+06    5.10343915e+05    7.11293931e+03    1.54446427e+03
    3.95154663e+02    2.11619947e+05    1.19037526e+00    9.41482590e+02    2.70882294e+06    5.12330925e+05    7.10805024e+03    1.54948740e+03
    3.95622075e+02    2.14735165e+05    1.20677473e+00    9.41101443e+02    2.70949428e+06    5.14318329e+05    7.10317454e+03    1.55450549e+03
    3.96089488e+02    2.17887677e+05    1.22335601e+00    9.40719358e+02    2.71016404e+06    5.16306133e+05    7.09831215e+03    1.55951856e+03
    3.96556900e+02    2.21077819e+05    1.24012058e+00    9.40336336e+02    2.71083218e+06    5.18294338e+05    7.09346297e+03    1.56452663e+03
    3.97024313e+02    2.24305925e+05    1.25706996e+00    9.39952377e+02    2.71149872e+06    5.20282948e+05    7.08862694e+03    1.56952972e+03
    3.97491725e+02    2.27572332e+05    1.27420566e+00    9.39567482e+02    2.71216364e+06    5.22271967e+05    7.08380398e+03    1.57452783e+03
    3.97959137e+02    2.30877376e+05    1.29152918e+00    9.39181650e+02    2.71282693e+06    5.24261396e+05    7.07899403e+03    1.57952101e+03
    3.98426550e+02    2.34221398e+05    1.30904205e+00    9.38794883e+02    2.71348858e+06    5.26251240e+05    7.07419699e+03    1.58450925e+03
    3.98893963e+02    2.37604740e+05    1.32674582e+00    9.38407181e+02    2.71414859e+06    5.28241501e+05    7.06941281e+03    1.58949258e+03
    3.99361375e+02    2.41027744e+05    1.34464202e+00    9.38018544e+02    2.71480694e+06    5.30232183e+05    7.06464140e+03    1.59447102e+03
    3.99828788e+02    2.44490758e+05    1.36273221e+00    9.37628972e+02    2.71546363e+06    5.32223288e+05    7.05988270e+03    1.59944459e+03
    4.00296200e+02    2.47994126e+05    1.38101794e+00    9.37238467e+02    2.71611864e+06    5.34214821e+05    7.05513662e+03    1.60441330e+03
    4.00763613e+02    2.51538197e+05    1.39950077e+00    9.36847028e+02    2.71677198e+06    5.36206783e+05    7.05040311e+03    1.60937718e+03
    4.01231025e+02    2.55123323e+05    1.41818228e+00    9.36454656e+02    2.71742363e+06    5.38199179e+05    7.04568208e+03    1.61433623e+03
    4.01698438e+02    2.58749855e+05    1.43706405e+00    9.36061351e+02    2.71807358e+06    5.40192011e+05    7.04097347e+03    1.61929049e+03
    4.02165850e+02    2.62418148e+05    1.45614769e+00    9.35667113e+02    2.71872183e+06    5.42185283e+05    7.03627719e+03    1.62423996e+03
    4.02633263e+02    2.66128557e+05    1.47543476e+00    9.35271943e+02    2.71936836e+06    5.44178998e+05    7.03159319e+03    1.62918467e+03
    4.03100675e+02    2.69881438e+05    1.49492690e+00    9.34875841e+02    2.72001316e+06    5.46173159e+05    7.02692139e+03    1.63412463e+03
    4.03568088e+02    2.73677153e+05    1.51462571e+00    9.34478806e+02    2.72065624e+06    5.48167769e+05    7.02226172e+03    1.63905987e+03
    4.04035500e+02    2.77516062e+05    1.53453281e+00    9.34080840e+02    2.72129757e+06    5.50162833e+05    7.01761411e+03    1.64399039e+03
    4.04502913e+02    2.81398528e+05    1.55464985e+00    9.33681942e+02    2.72193715e+06    5.52158352e+05    7.01297849e+03    1.64891622e+03
    4.04970325e+02    2.85324916e+05    1.57497846e+00    9.33282113e+02    2.72257498e+06    5.54154331e+05    7.00835479e+03    1.65383738e+03
    4.05437738e+02    2.89295590e+05    1.59552027e+00    9.32881353e+02    2.72321103e+06    5.56150772e+05    7.00374294e+03    1.65875388e+03
    4.05905150e+02    2.93310920e+05    1.61627696e+00    9.32479661e+02    2.72384532e+06    5.58147680e+05    6.99914288e+03    1.66366575e+03
    4.06372563e+02    2.97371276e+05    1.63725018e+00    9.32077038e+02    2.72447781e+06    5.60145057e+05    6.99455453e+03    1.66857299e+03
    4.06839975e+02    3.01477028e+05    1.65844162e+00    9.31673484e+02    2.72510851e+06    5.62142907e+05    6.98997782e+03    1.67347563e+03
    4.07307388e+02    3.05628552e+05    1.67985294e+00    9.31268999e+02    2.72573742e+06    5.64141232e+05    6.98541269e+03    1.67837368e+03
    4.07774800e+02    3.09826222e+05    1.70148586e+00    9.30863584e+02    2.72636451e+06    5.66140038e+05    6.98085907e+03    1.68326717e+03
    4.08242213e+02    3.14070414e+05    1.72334204e+00    9.30457237e+02    2.72698978e+06    5.68139326e+05    6.97631689e+03    1.68815611e+03
    4.08709625e+02    3.18361506e+05    1.74542321e+00    9.30049959e+02    2.72761322e+06    5.70139101e+05    6.97178609e+03    1.69304051e+03
    4.09177038e+02    3.22699881e+05    1.76773109e+00    9.29641750e+02    2.72823482e+06    5.72139365e+05    6.96726660e+03    1.69792040e+03
    4.09644450e+02    3.27085919e+05    1.79026739e+00    9.29232611e+02    2.72885458e+06    5.74140123e+05    6.96275835e+03    1.70279580e+03
    4.10111863e+02    3.31520005e+05    1.81303386e+00    9.28822540e+02    2.72947248e+06    5.76141377e+05    6.95826128e+03    1.70766671e+03
    4.10579275e+02    3.36002524e+05    1.83603222e+00    9.28411538e+02    2.73008852e+06    5.78143131e+05    6.95377531e+03    1.71253317e+03
    4.11046688e+02    3.40533866e+05    1.85926426e+00    9.27999604e+02    2.73070269e+06    5.80145389e+05    6.94930039e+03    1.71739518e+03
    4.11514100e+02    3.45114416e+05    1.88273169e+00    9.27586739e+02    2.73131497e+06    5.82148155e+05    6.94483645e+03    1.72225276e+03
    4.11981513e+02    3.49744567e+05    1.90643630e+00    9.27172943e+02    2.73192537e+06    5.84151431e+05    6.94038343e+03    1.72710593e+03
    4.12448925e+02    3.54424711e+05    1.93037987e+00    9.26758214e+02    2.73253387e+06    5.86155221e+05    6.93594126e+03    1.73195471e+03
    4.12916338e+02    3.59155244e+05    1.95456418e+00    9.26342554e+02    2.73314046e+06    5.88159529e+05    6.93150987e+03    1.73679912e+03
    4.13383750e+02    3.63936561e+05    1.97899104e+00    9.25925961e+02    2.73374513e+06    5.90164358e+05    6.92708920e+03    1.74163917e+03
    4.13851162e+02    3.68769060e+05    2.00366223e+00    9.25508437e+02    2.73434787e+06    5.92169712e+05    6.92267919e+03    1.74647488e+03
    4.14318575e+02    3.73653141e+05    2.02857958e+00    9.25089979e+02    2.73494869e+06    5.94175595e+05    6.91827978e+03    1.75130627e+03
    4.14785988e+02    3.78589207e+05    2.05374491e+00    9.24670588e+02    2.73554756e+06    5.96182010e+05    6.91389089e+03    1.75613335e+03
    4.15253400e+02    3.83577657e+05    2.07916004e+00    9.24250264e+02    2.73614447e+06    5.98188960e+05    6.90951248e+03    1.76095614e+03
    4.15720813e+02    3.88618899e+05    2.10482682e+00    9.23829007e+02    2.73673943e+06    6.00196450e+05    6.90514447e+03    1.76577467e+03
    4.16188225e+02    3.93713339e+05    2.13074710e+00    9.23406815e+02    2.73733242e+06    6.02204483e+05    6.90078680e+03    1.77058894e+03
    4.16655638e+02    3.98861386e+05    2.15692272e+00    9.22983689e+02    2.73792342e+06    6.04213062e+05    6.89643942e+03    1.77539897e+03
    4.17123050e+02    4.04063448e+05    2.18335557e+00    9.22559629e+02    2.73851245e+06    6.06222192e+05    6.89210225e+03    1.78020478e+03
    4.17590463e+02    4.09319940e+05    2.21004752e+00    9.22134633e+02    2.73909947e+06    6.08231875e+05    6.88777524e+03    1.78500639e+03
    4.18057875e+02    4.14631273e+05    2.23700046e+00    9.21708702e+02    2.73968449e+06    6.10242117e+05    6.88345833e+03    1.78980382e+03
    4.18525287e+02    4.19997864e+05    2.26421627e+00    9.21281835e+02    2.74026749e+06    6.12252920e+05    6.87915146e+03    1.79459708e+03
    4.18992700e+02    4.25420131e+05    2.29169689e+00    9.20854032e+02    2.74084848e+06    6.14264288e+05    6.87485456e+03    1.79938618e+03
    4.19460113e+02    4.30898489e+05    2.31944419e+00    9.20425291e+02    2.74142743e+06    6.16276225e+05    6.87056757e+03    1.80417115e+03
    4.19927525e+02    4.36433361e+05    2.34746011e+00    9.19995614e+02    2.74200433e+06    6.18288734e+05    6.86629044e+03    1.80895201e+03
    4.20394938e+02    4.42025170e+05    2.37574659e+00    9.19564998e+02    2.74257919e+06    6.20301821e+05    6.86202310e+03    1.81372876e+03
    4.20862350e+02    4.47674338e+05    2.40430557e+00    9.19133444e+02    2.74315199e+06    6.22315487e+05    6.85776550e+03    1.81850143e+03
    4.21329763e+02    4.53381292e+05    2.43313901e+00    9.18700951e+02    2.74372273e+06    6.24329738e+05    6.85351757e+03    1.82327004e+03
    4.21797175e+02    4.59146459e+05    2.46224886e+00    9.18267518e+02    2.74429138e+06    6.26344576e+05    6.84927926e+03    1.82803459e+03
    4.22264588e+02    4.64970268e+05    2.49163710e+00    9.17833145e+02    2.74485796e+06    6.28360006e+05    6.84505051e+03    1.83279511e+03
    4.22732000e+02    4.70853151e+05    2.52130570e+00    9.17397831e+02    2.74542243e+06    6.30376032e+05    6.84083126e+03    1.83755162e+03
    4.23199412e+02    4.76795540e+05    2.55125667e+00    9.16961576e+02    2.74598481e+06    6.32392658e+05    6.83662145e+03    1.84230412e+03
    4.23666825e+02    4.82797869e+05    2.58149200e+00    9.16524379e+02    2.74654507e+06    6.34409886e+05    6.83242102e+03    1.84705264e+03
    4.24134238e+02    4.88860574e+05    2.61201371e+00    9.16086238e+02    2.74710321e+06    6.36427723e+05    6.82822991e+03    1.85179720e+03
    4.24601650e+02    4.94984095e+05    2.64282383e+00    9.15647155e+02    2.74765921e+06    6.38446170e+05    6.82404807e+03    1.85653781e+03
    4.25069063e+02    5.01168868e+05    2.67392436e+00    9.15207127e+02    2.74821308e+06    6.40465232e+05    6.81987544e+03    1.86127448e+03
    4.25536475e+02    5.07415335e+05    2.70531736e+00    9.14766154e+02    2.74876481e+06    6.42484914e+05    6.81571196e+03    1.86600724e+03
    4.26003888e+02    5.13723940e+05    2.73700489e+00    9.14324235e+02    2.74931437e+06    6.44505219e+05    6.81155758e+03    1.87073609e+03
    4.26471300e+02    5.20095127e+05    2.76898899e+00    9.13881369e+02    2.74986177e+06    6.46526150e+05    6.80741224e+03    1.87546107e+03
    4.26938713e+02    5.26529343e+05    2.80127176e+00    9.13437557e+02    2.75040699e+06    6.48547713e+05    6.80327588e+03    1.88018218e+03
    4.27406125e+02    5.33027035e+05    2.83385526e+00    9.12992796e+02    2.75095003e+06    6.50569911e+05    6.79914845e+03    1.88489944e+03
    4.27873537e+02    5.39588653e+05    2.86674160e+00    9.12547086e+02    2.75149087e+06    6.52592748e+05    6.79502988e+03    1.88961286e+03
    4.28340950e+02    5.46214649e+05    2.89993287e+00    9.12100426e+02    2.75202951e+06    6.54616228e+05    6.79092014e+03    1.89432247e+03
    4.28808363e+02    5.52905475e+05    2.93343120e+00    9.11652815e+02    2.75256594e+06    6.56640356e+05    6.78681915e+03    1.89902828e+03
    4.29275775e+02    5.59661587e+05    2.96723870e+00    9.11204253e+02    2.75310015e+06    6.58665135e+05    6.78272686e+03    1.90373030e+03
    4.29743188e+02    5.66483441e+05    3.00135751e+00    9.10754738e+02    2.75363213e+06    6.60690569e+05    6.77864323e+03    1.90842856e+03
    4.30210600e+02    5.73371496e+05    3.03578978e+00    9.10304269e+02    2.75416188e+06    6.62716663e+05    6.77456819e+03    1.91312307e+03
    4.30678013e+02    5.80326210e+05    3.07053766e+00    9.09852846e+02    2.75468937e+06    6.64743421e+05    6.77050169e+03    1.91781384e+03
    4.31145425e+02    5.87348049e+05    3.10560334e+00    9.09400467e+02    2.75521460e+06    6.66770846e+05    6.76644367e+03    1.92250089e+03
    4.31612838e+02    5.94437471e+05    3.14098896e+00    9.08947132e+02    2.75573757e+06    6.68798944e+05    6.76239409e+03    1.92718424e+03
    4.32080250e+02    6.01594942e+05    3.17669673e+00    9.08492839e+02    2.75625827e+06    6.70827717e+05    6.75835288e+03    1.93186391e+03
    4.32547663e+02    6.08820929e+05    3.21272885e+00    9.08037587e+02    2.75677668e+06    6.72857171e+05    6.75432000e+03    1.93653991e+03
    4.33015075e+02    6.16115902e+05    3.24908753e+00    9.07581376e+02    2.75729280e+06    6.74887310e+05    6.75029539e+03    1.94121225e+03
    4.33482488e+02    6.23480329e+05    3.28577500e+00    9.07124204e+02    2.75780661e+06    6.76918138e+05    6.74627899e+03    1.94588096e+03
    4.33949900e+02    6.30914683e+05    3.32279348e+00    9.06666070e+02    2.75831811e+06    6.78949659e+05    6.74227076e+03    1.95054604e+03
    4.34417313e+02    6.38419437e+05    3.36014523e+00    9.06206972e+02    2.75882729e+06    6.80981877e+05    6.73827064e+03    1.95520752e+03
    4.34884725e+02    6.45995066e+05    3.39783250e+00    9.05746911e+02    2.75933414e+06    6.83014798e+05    6.73427858e+03    1.95986542e+03
    4.35352138e+02    6.53642046e+05    3.43585755e+00    9.05285884e+02    2.75983865e+06    6.85048424e+05    6.73029452e+03    1.96451974e+03
    4.35819550e+02    6.61360857e+05    3.47422267e+00    9.04823890e+02    2.76034081e+06    6.87082760e+05    6.72631842e+03    1.96917051e+03
    4.36286963e+02    6.69151977e+05    3.51293015e+00    9.04360929e+02    2.76084062e+06    6.89117812e+05    6.72235022e+03    1.97381773e+03
    4.36754375e+02    6.77015889e+05    3.55198229e+00    9.03896998e+02    2.76133805e+06    6.91153582e+05    6.71838987e+03    1.97846144e+03
    4.37221788e+02    6.84953077e+05    3.59138140e+00    9.03432097e+02    2.76183311e+06    6.93190076e+05    6.71443732e+03    1.98310164e+03
    4.37689200e+02    6.92964024e+05    3.63112981e+00    9.02966225e+02    2.76232579e+06    6.95227298e+05    6.71049252e+03    1.98773834e+03
    4.38156613e+02    7.01049218e+05    3.67122986e+00    9.02499379e+02    2.76281606e+06    6.97265252e+05    6.70655541e+03    1.99237157e+03
    4.38624025e+02    7.09209147e+05    3.71168391e+00    9.02031559e+02    2.76330394e+06    6.99303943e+05    6.70262595e+03    1.99700134e+03
    4.39091438e+02    7.17444301e+05    3.75249430e+00    9.01562764e+02    2.76378940e+06    7.01343375e+05    6.69870408e+03    2.00162767e+03
    4.39558850e+02    7.25755172e+05    3.79366342e+00    9.01092992e+02    2.76427243e+06    7.03383553e+05    6.69478976e+03    2.00625058e+03
    4.40026263e+02    7.34142253e+05    3.83519364e+00    9.00622241e+02    2.76475304e+06    7.05424482e+05    6.69088292e+03    2.01087007e+03
    4.40493675e+02    7.42606040e+05    3.87708738e+00    9.00150510e+02    2.76523120e+06    7.07466165e+05    6.68698353e+03    2.01548617e+03
    4.40961088e+02    7.51147027e+05    3.91934704e+00    8.99677798e+02    2.76570690e+06    7.09508607e+05    6.68309153e+03    2.02009889e+03
    4.41428500e+02    7.59765719e+05    3.96197507e+00    8.99204103e+02    2.76618015e+06    7.11551813e+05    6.67920687e+03    2.02470824e+03
    4.41895913e+02    7.68462606e+05    4.00497385e+00    8.98729424e+02    2.76665093e+06    7.13595788e+05    6.67532951e+03    2.02931425e+03
    4.42363325e+02    7.77238194e+05    4.04834586e+00    8.98253759e+02    2.76711923e+06    7.15640536e+05    6.67145939e+03    2.03391693e+03
    4.42830738e+02    7.86092987e+05    4.09209356e+00    8.97777108e+02    2.76758504e+06    7.17686061e+05    6.66759646e+03    2.03851630e+03
    4.43298150e+02    7.95027489e+05    4.13621943e+00    8.97299467e+02    2.76804834e+06    7.19732369e+05    6.66374068e+03    2.04311236e+03
    4.43765562e+02    8.04042207e+05    4.18072594e+00    8.96820836e+02    2.76850914e+06    7.21779464e+05    6.65989199e+03    2.04770515e+03
    4.44232975e+02    8.13137648e+05    4.22561560e+00    8.96341213e+02    2.76896743e+06    7.23827350e+05    6.65605035e+03    2.05229466e+03
    4.44700388e+02    8.22314323e+05    4.27089093e+00    8.95860596e+02    2.76942318e+06    7.25876033e+05    6.65221571e+03    2.05688093e+03
    4.45167800e+02    8.31572743e+05    4.31655445e+00    8.95378984e+02    2.76987640e+06    7.27925517e+05    6.64838801e+03    2.06146396e+03
